datetime,EVI,label1,label2
2001/1/1,0.2514,0,0
2001/1/17,0.2415,0,0
2001/2/2,0.216,0,0
2001/2/18,0.2348,0,0
2001/3/6,0.2539,0,0
2001/3/22,0.2792,0,0
2001/4/7,0.3187,0,0
2001/4/23,0.3487,0,0
2001/5/9,0.3782,0,0
2001/5/25,0.3289,0,0
2001/6/10,0.3656,0,0
2001/6/26,0.3507,0,0
2001/7/12,0.332,0,0
2001/7/28,0.3224,0,0
2001/8/13,0.3044,0,0
2001/8/29,0.2948,0,0
2001/9/14,0.288,0,0
2001/9/30,0.3148,0,0
2001/10/16,0.2861,0,0
2001/11/1,0.2612,0,0
2001/11/17,0.2643,0,0
2001/12/3,0.2004,0,0
2001/12/19,0.3299,0,0
2002/1/1,0.2416,0,0
2002/1/17,0.2414,0,0
2002/2/2,0.2398,0,0
2002/2/18,0.2366,0,0
2002/3/6,0.2464,0,0
2002/3/22,0.3331,0,0
2002/4/7,0.2923,0,0
2002/4/23,0.3565,0,0
2002/5/9,0.3667,0,0
2002/5/25,0.3454,0,0
2002/6/10,0.4075,0,0
2002/6/26,0.3748,0,0
2002/7/12,0.3602,0,0
2002/7/28,0.3113,0,0
2002/8/13,0.3088,0,0
2002/8/29,0.3071,0,0
2002/9/14,0.3287,0,0
2002/9/30,0.3033,0,0
2002/10/16,0.292,0,0
2002/11/1,0.2771,0,0
2002/11/17,0.2782,0,0
2002/12/3,0.2923,0,0
2002/12/19,0.2676,0,0
2003/1/1,0.2676,0,0
2003/1/17,0.2596,0,0
2003/2/2,0.2719,0,0
2003/2/18,0.2619,0,0
2003/3/6,0.2473,0,0
2003/3/22,0.2951,0,0
2003/4/7,0.3693,0,0
2003/4/23,0.3917,0,0
2003/5/9,0.3823,0,0
2003/5/25,0.4112,0,0
2003/6/10,0.3993,0,0
2003/6/26,0.3986,0,0
2003/7/12,0.337,0,0
2003/7/28,0.3871,0,0
2003/8/13,0.3349,0,0
2003/8/29,0.3113,0,0
2003/9/14,0.3039,0,0
2003/9/30,0.3067,0,0
2003/10/16,0.3014,0,0
2003/11/1,0.2737,0,0
2003/11/17,0.2707,0,0
2003/12/3,0.2896,0,0
2003/12/19,0.2675,0,0
2004/1/1,0.222,0,0
2004/1/17,0.2549,0,0
2004/2/2,0.2375,0,0
2004/2/18,0.2169,0,0
2004/3/5,0.2544,0,0
2004/3/21,0.2984,0,0
2004/4/6,0.3759,0,0
2004/4/22,0.3607,0,0
2004/5/8,0.3626,0,0
2004/5/24,0.3718,0,0
2004/6/9,0.3068,0,0
2004/6/25,0.351,0,0
2004/7/11,0.3597,0,0
2004/7/27,0.3405,0,0
2004/8/12,0.3085,0,0
2004/8/28,0.1122,1,0
2004/9/13,0.1185,0,0
2004/9/29,0.1212,0,0
2004/10/15,0.096,0,0
2004/10/31,0.1026,0,0
2004/11/16,0.0934,0,0
2004/12/2,0.089,0,0
2004/12/18,0.1016,0,0
2005/1/1,0.1312,0,0
2005/1/17,0.0858,0,0
2005/2/2,0.1037,0,0
2005/2/18,0.1412,0,0
2005/3/6,0.1505,0,0
2005/3/22,0.1643,0,0
2005/4/7,0.1787,0,0
2005/4/23,0.2397,0,0
2005/5/9,0.2355,0,0
2005/5/25,0.2445,0,0
2005/6/10,0.2238,0,0
2005/6/26,0.2291,0,0
2005/7/12,0.2196,0,0
2005/7/28,0.2018,0,0
2005/8/13,0.2106,0,0
2005/8/29,0.191,0,0
2005/9/14,0.1853,0,0
2005/9/30,0.193,0,0
2005/10/16,0.2105,0,0
2005/11/1,0.152,0,0
2005/11/17,0.1639,0,0
2005/12/3,0.1662,0,0
2005/12/19,0.1728,0,0
2006/1/1,0.1728,0,0
2006/1/17,0.169,0,0
2006/2/2,0.1896,0,0
2006/2/18,0.1963,0,0
2006/3/6,0.2052,0,0
2006/3/22,0.2813,0,0
2006/4/7,0.2088,0,0
2006/4/23,0.2671,0,0
2006/5/9,0.3151,0,0
2006/5/25,0.3123,0,0
2006/6/10,0.2872,0,0
2006/6/26,0.265,0,0
2006/7/12,0.2532,0,0
2006/7/28,0.2496,0,0
2006/8/13,0.2477,0,0
2006/8/29,0.2321,0,0
2006/9/14,0.2267,0,0
2006/9/30,0.2305,0,0
2006/10/16,0.2278,0,0
2006/11/1,0.2006,0,0
2006/11/17,0.1997,0,0
2006/12/3,0.2062,0,0
2006/12/19,0.1925,0,0
