datetime,EVI,label1,label2
2007/1/1,0.3268,0,0
2007/1/17,0.3256,0,0
2007/2/2,0.3482,0,0
2007/2/18,0.3293,0,0
2007/3/6,0.3512,0,0
2007/3/22,0.3242,0,0
2007/4/7,0.3357,0,0
2007/4/23,0.356,0,0
2007/5/9,0.3932,0,0
2007/5/25,0.4146,0,0
2007/6/10,0.4101,0,0
2007/6/26,0.4408,0,0
2007/7/12,0.379,0,0
2007/7/28,0.3349,0,0
2007/8/13,0.343,0,0
2007/8/29,0.3109,0,0
2007/9/14,0.3227,0,0
2007/9/30,0.3358,0,0
2007/10/16,0.3016,0,0
2007/11/1,0.2933,0,0
2007/11/17,0.2896,0,0
2007/12/3,0.2796,0,0
2007/12/19,0.2686,0,0
2008/1/1,0.2797,0,0
2008/1/17,0.2551,0,0
2008/2/2,0.2308,0,0
2008/2/18,0.257,0,0
2008/3/5,0.3026,0,0
2008/3/21,0.2322,0,0
2008/4/6,0.3151,0,0
2008/4/22,0.3288,0,0
2008/5/8,0.5181,0,0
2008/5/24,0.418,0,0
2008/6/9,0.4391,0,0
2008/6/25,0.3918,0,0
2008/7/11,0.3602,0,0
2008/7/27,0.3344,0,0
2008/8/12,0.3314,0,0
2008/8/28,0.2922,0,0
2008/9/13,0.317,0,0
2008/9/29,0.2914,0,0
2008/10/15,0.3145,0,0
2008/10/31,0.3816,0,0
2008/11/16,0.2853,0,0
2008/12/2,0.3029,0,0
2008/12/18,0.3047,0,0
2009/1/1,0.2687,0,0
2009/1/17,0.277,0,0
2009/2/2,0.2575,0,0
2009/2/18,0.2634,0,0
2009/3/6,0.2686,0,0
2009/3/22,0.2911,0,0
2009/4/7,0.3436,0,0
2009/4/23,0.3237,0,0
2009/5/9,0.4146,0,0
2009/5/25,0.3463,0,0
2009/6/10,0.3403,0,0
2009/6/26,0.3481,0,0
2009/7/12,0.3227,0,0
2009/7/28,0.3233,0,0
2009/8/13,0.2865,0,0
2009/8/29,0.2747,0,0
2009/9/14,0.2632,0,0
2009/9/30,0.2949,0,0
2009/10/16,0.2731,0,0
2009/11/1,0.1544,0,0
2009/11/17,0.2845,0,0
2009/12/3,0.2834,0,0
2009/12/19,0.2926,0,0
2010/1/1,0.3499,0,0
2010/1/17,0.2597,0,0
2010/2/2,0.3683,0,0
2010/2/18,0.2166,0,0
2010/3/6,0.2753,0,0
2010/3/22,0.2816,0,0
2010/4/7,0.313,0,0
2010/4/23,0.3745,0,0
2010/5/9,0.4429,0,0
2010/5/25,0.4735,0,0
2010/6/10,0.4417,0,0
2010/6/26,0.3984,0,0
2010/7/12,0.3692,0,0
2010/7/28,0.3286,0,0
2010/8/13,0.3103,0,0
2010/8/29,0.2964,0,0
2010/9/14,0.3031,0,0
2010/9/30,0.2651,0,0
2010/10/16,0.2837,0,0
2010/11/1,0.2895,0,0
2010/11/17,0.3391,0,0
2010/12/3,0.3768,0,0
2010/12/19,0.3196,0,0
2011/1/1,0.3051,0,0
2011/1/17,0.2787,0,0
2011/2/2,0.2648,0,0
2011/2/18,0.2709,0,0
2011/3/6,0.2676,0,0
2011/3/22,0.2972,0,0
2011/4/7,0.349,0,0
2011/4/23,0.3735,0,0
2011/5/9,0.4134,0,0
2011/5/25,0.4507,0,0
2011/6/10,0.3799,0,0
2011/6/26,0.347,0,0
2011/7/12,0.3573,0,0
2011/7/28,0.0854,1,0
2011/8/13,0.1088,0,0
2011/8/29,0.123,0,0
2011/9/14,0.1292,0,0
2011/9/30,0.1537,0,0
2011/10/16,0.1881,0,0
2011/11/1,0.1964,0,0
2011/11/17,0.2031,0,0
2011/12/3,0.2079,0,0
2011/12/19,0.2036,0,0
2012/1/1,0.1975,0,0
2012/1/17,0.2023,0,0
2012/2/2,0.2023,0,0
2012/2/18,0.1752,0,0
2012/3/5,0.1828,0,0
2012/3/21,0.1992,0,0
2012/4/6,0.2312,0,0
2012/4/22,0.3389,0,0
2012/5/8,0.3316,0,0
2012/5/24,0.3543,0,0
2012/6/9,0.3802,0,0
2012/6/25,0.3087,0,0
2012/7/11,0.291,0,0
2012/7/27,0.2976,0,0
2012/8/12,0.2663,0,0
2012/8/28,0.2397,0,0
2012/9/13,0.2329,0,0
2012/9/29,0.2231,0,0
2012/10/15,0.2389,0,0
2012/10/31,0.2698,0,0
2012/11/16,0.2768,0,0
2012/12/2,0.2812,0,0
2012/12/18,0.2777,0,0
