datetime,EVI,label1,label2
2001/1/1,0.389,0,0
2001/1/17,0.3426,0,0
2001/2/2,0.3015,0,0
2001/2/18,0.2926,0,0
2001/3/6,0.3086,0,0
2001/3/22,0.3257,0,0
2001/4/7,0.3992,0,0
2001/4/23,0.4518,0,0
2001/5/9,0.4814,0,0
2001/5/25,0.4302,0,0
2001/6/10,0.4882,0,0
2001/6/26,0.4299,0,0
2001/7/12,0.4515,0,0
2001/7/28,0.4287,0,0
2001/8/13,0.4091,0,0
2001/8/29,0.4069,0,0
2001/9/14,0.4014,0,0
2001/9/30,0.385,0,0
2001/10/16,0.3807,0,0
2001/11/1,0.3341,0,0
2001/11/17,0.3231,0,0
2001/12/3,0.2412,0,0
2001/12/19,0.3301,0,0
2002/1/1,0.3529,0,0
2002/1/17,0.2921,0,0
2002/2/2,0.3266,0,0
2002/2/18,0.2814,0,0
2002/3/6,0.2876,0,0
2002/3/22,0.3636,0,0
2002/4/7,0.3838,0,0
2002/4/23,0.4267,0,0
2002/5/9,0.4341,0,0
2002/5/25,0.4308,0,0
2002/6/10,0.4925,0,0
2002/6/26,0.4785,0,0
2002/7/12,0.4754,0,0
2002/7/28,0.4074,0,0
2002/8/13,0.4196,0,0
2002/8/29,0.3798,0,0
2002/9/14,0.4431,0,0
2002/9/30,0.3765,0,0
2002/10/16,0.365,0,0
2002/11/1,0.3314,0,0
2002/11/17,0.3748,0,0
2002/12/3,0.2977,0,0
2002/12/19,0.2223,0,0
2003/1/1,0.2223,0,0
2003/1/17,0.3043,0,0
2003/2/2,0.362,0,0
2003/2/18,0.3188,0,0
2003/3/6,0.4024,0,0
2003/3/22,0.3238,0,0
2003/4/7,0.3064,0,0
2003/4/23,0.4068,0,0
2003/5/9,0.3749,0,0
2003/5/25,0.5078,0,0
2003/6/10,0.5173,0,0
2003/6/26,0.4393,0,0
2003/7/12,0.437,0,0
2003/7/28,0.5135000000000001,0,0
2003/8/13,0.4116,0,0
2003/8/29,0.4014,0,0
2003/9/14,0.4,0,0
2003/9/30,0.4298,0,0
2003/10/16,0.4151,0,0
2003/11/1,0.3681,0,0
2003/11/17,0.3834,0,0
2003/12/3,0.3251,0,0
2003/12/19,0.2654,0,0
2004/1/1,0.3543,0,0
2004/1/17,0.3396,0,0
2004/2/2,0.3179,0,0
2004/2/18,0.2605,0,0
2004/3/5,0.308,0,0
2004/3/21,0.3642,0,0
2004/4/6,0.432,0,0
2004/4/22,0.4282,0,0
2004/5/8,0.4405,0,0
2004/5/24,0.4729,0,0
2004/6/9,0.4351,0,0
2004/6/25,0.4419,0,0
2004/7/11,0.4423,0,0
2004/7/27,0.4251,0,0
2004/8/12,0.4472,0,0
2004/8/28,0.1791,1,0
2004/9/13,0.2642,0,0
2004/9/29,0.1965,0,0
2004/10/15,0.1912,0,0
2004/10/31,0.1945,0,0
2004/11/16,0.1907,0,0
2004/12/2,0.1439,0,0
2004/12/18,0.1435,0,0
2005/1/1,0.0734,0,0
2005/1/17,0.1598,0,0
2005/2/2,0.1654,0,0
2005/2/18,0.1751,0,0
2005/3/6,0.1775,0,0
2005/3/22,0.1781,0,0
2005/4/7,0.1953,0,0
2005/4/23,0.2592,0,0
2005/5/9,0.2528,0,0
2005/5/25,0.2931,0,0
2005/6/10,0.3083,0,0
2005/6/26,0.3461,0,0
2005/7/12,0.3292,0,0
2005/7/28,0.2978,0,0
2005/8/13,0.2732,0,0
2005/8/29,0.3013,0,0
2005/9/14,0.2686,0,0
2005/9/30,0.2364,0,0
2005/10/16,0.2478,0,0
2005/11/1,0.2353,0,0
2005/11/17,0.2405,0,0
2005/12/3,0.1762,0,0
2005/12/19,0.2265,0,0
2006/1/1,0.2265,0,0
2006/1/17,0.2315,0,0
2006/2/2,0.2251,0,0
2006/2/18,0.2371,0,0
2006/3/6,0.21,0,0
2006/3/22,0.2663,0,0
2006/4/7,0.2383,0,0
2006/4/23,0.2723,0,0
2006/5/9,0.3917,0,0
2006/5/25,0.4242,0,0
2006/6/10,0.414,0,0
2006/6/26,0.4025,0,0
2006/7/12,0.3577,0,0
2006/7/28,0.3509,0,0
2006/8/13,0.3246,0,0
2006/8/29,0.3191,0,0
2006/9/14,0.3242,0,0
2006/9/30,0.3182,0,0
2006/10/16,0.3246,0,0
2006/11/1,0.2752,0,0
2006/11/17,0.2982,0,0
2006/12/3,0.2322,0,0
2006/12/19,0.2844,0,0
