datetime,EVI,label1,label2
2014/1/1,0.4027,0,0
2014/1/17,0.4291,0,0
2014/2/2,0.3973,0,0
2014/2/18,0.4203,0,0
2014/3/6,0.4125,0,0
2014/3/22,0.459,0,0
2014/4/7,0.4953,0,0
2014/4/23,0.4717,0,0
2014/5/9,0.4071,0,0
2014/5/25,0.4939,0,0
2014/6/10,0.4303,0,0
2014/6/26,0.3985,0,0
2014/7/12,0.3883,0,0
2014/7/28,0.3693,0,0
2014/8/13,0.3919,0,0
2014/8/29,0.4254,0,0
2014/9/14,0.3834,0,0
2014/9/30,0.3941,0,0
2014/10/16,0.386,0,0
2014/11/1,0.4143,0,0
2014/11/17,0.4053,0,0
2014/12/3,0.4396,0,0
2014/12/19,0.4773,0,0
2015/1/1,0.5466,0,0
2015/1/17,0.4597,0,0
2015/2/2,0.5821,0,0
2015/2/18,0.4982,0,0
2015/3/6,0.4896,0,0
2015/3/22,0.4242,0,0
2015/4/7,0.4838,0,0
2015/4/23,0.4307,0,0
2015/5/9,0.4085,0,0
2015/5/25,0.4081,0,0
2015/6/10,0.3729,0,0
2015/6/26,0.3844,0,0
2015/7/12,0.379,0,0
2015/7/28,0.3532,0,0
2015/8/13,0.3705,0,0
2015/8/29,0.3765,0,0
2015/9/14,0.3624,0,0
2015/9/30,0.4173,0,0
2015/10/16,0.4631,0,0
2015/11/1,0.531,0,0
2015/11/17,0.4739,0,0
2015/12/3,0.4745,0,0
2015/12/19,0.4106,0,0
2016/1/1,0.4483,0,0
2016/1/17,0.4888,0,0
2016/2/2,0.468,0,0
2016/2/18,0.6205,0,0
2016/3/5,0.4412,0,0
2016/3/21,0.463,0,0
2016/4/6,0.417,0,0
2016/4/22,0.4294,0,0
2016/5/8,0.4062,0,0
2016/5/24,0.3896,0,0
2016/6/9,0.3581,0,0
2016/6/25,0.363,0,0
2016/7/11,0.3484,0,0
2016/7/27,0.344,0,0
2016/8/12,0.3654,0,0
2016/8/28,0.4028,0,0
2016/9/13,0.3572,0,0
2016/9/29,0.4043,0,0
2016/10/15,0.4677,0,0
2016/10/31,0.4521,0,0
2016/11/16,0.4592,0,0
2016/12/2,0.4061,0,0
2016/12/18,0.5331,0,0
2017/1/1,0.4574,0,0
2017/1/17,0.3767,0,0
2017/2/2,0.3211,0,0
2017/2/18,0.248,0,0
2017/3/6,0.1962,1,0
2017/3/22,0.321,0,0
2017/4/7,0.4472,0,0
2017/4/23,0.4955,0,0
2017/5/9,0.4608,0,0
2017/5/25,0.5123,0,0
2017/6/10,0.4388,0,0
2017/6/26,0.4512,0,0
2017/7/12,0.4507,0,0
2017/7/28,0.509,0,0
2017/8/13,0.5221,0,0
2017/8/29,0.49,0,0
2017/9/14,0.4834,0,0
2017/9/30,0.435,0,0
2017/10/16,0.4184,0,0
2017/11/1,0.3801,0,0
2017/11/17,0.4385,0,0
2017/12/3,0.5135,0,0
2017/12/19,0.4088,0,0
2018/1/1,0.3686,0,0
2018/1/17,0.2739,0,0
2018/2/2,0.281,0,0
2018/2/18,0.2163,0,0
2018/3/6,0.4121,0,0
2018/3/22,0.3817,0,0
2018/4/7,0.473,0,0
2018/4/23,0.541,0,0
2018/5/9,0.4502,0,0
2018/5/25,0.4686,0,0
2018/6/10,0.4247,0,0
2018/6/26,0.4316,0,0
2018/7/12,0.4205,0,0
2018/7/28,0.4068,0,0
2018/8/13,0.3831,0,0
2018/8/29,0.3689,0,0
2018/9/14,0.3741,0,0
2018/9/30,0.3831,0,0
2018/10/16,0.3741,0,0
2018/11/1,0.4778,0,0
2018/11/17,0.4728,0,0
2018/12/3,0.5094,0,0
2018/12/19,0.4112,0,0
2019/1/1,0.4658,0,0
2019/1/17,0.3669,0,0
2019/2/2,0.3746,0,0
2019/2/18,0.0968,0,0
2019/3/6,0.3635,0,0
2019/3/22,0.3958,0,0
2019/4/7,0.3822,0,0
2019/4/23,0.4042,0,0
2019/5/9,0.3964,0,0
2019/5/25,0.3821,0,0
2019/6/10,0.3599,0,0
2019/6/26,0.3436,0,0
2019/7/12,0.3383,0,0
2019/7/28,0.3471,0,0
2019/8/13,0.3152,0,0
2019/8/29,0.3197,0,0
2019/9/14,0.3079,0,0
2019/9/30,0.3713,0,0
2019/10/16,0.3576,0,0
2019/11/1,0.3584,0,0
2019/11/17,0.3684,0,0
2019/12/3,0.2693,0,0
2019/12/19,0.3001,0,0
