datetime,EVI,label1,label2
2002/1/1,0.2976,0,0
2002/1/17,0.2463,0,0
2002/2/2,0.2238,0,0
2002/2/18,0.2604,0,0
2002/3/6,0.2478,0,0
2002/3/22,0.2821,0,0
2002/4/7,0.2457,0,0
2002/4/23,0.2492,0,0
2002/5/9,0.2172,0,0
2002/5/25,0.2037,0,0
2002/6/10,0.2003,0,0
2002/6/26,0.193,0,0
2002/7/12,0.1804,0,0
2002/7/28,0.1891,0,0
2002/8/13,0.1816,0,0
2002/8/29,0.1724,0,0
2002/9/14,0.1703,0,0
2002/9/30,0.1663,0,0
2002/10/16,0.1656,0,0
2002/11/1,0.1466,0,0
2002/11/17,0.1551,0,0
2002/12/3,0.1744,0,0
2002/12/19,0.1866,0,0
2003/1/1,0.1866,0,0
2003/1/17,0.223,0,0
2003/2/2,0.2241,0,0
2003/2/18,0.2379,0,0
2003/3/6,0.2535,0,0
2003/3/22,0.2694,0,0
2003/4/7,0.3096,0,0
2003/4/23,0.2731,0,0
2003/5/9,0.2767,0,0
2003/5/25,0.2496,0,0
2003/6/10,0.2258,0,0
2003/6/26,0.212,0,0
2003/7/12,0.2124,0,0
2003/7/28,0.2054,0,0
2003/8/13,0.2004,0,0
2003/8/29,0.1972,0,0
2003/9/14,0.1925,0,0
2003/9/30,0.1904,0,0
2003/10/16,0.1883,0,0
2003/11/1,0.2027,0,0
2003/11/17,0.174,0,0
2003/12/3,0.2071,0,0
2003/12/19,0.1801,0,0
2004/1/1,0.1801,0,0
2004/1/17,0.2152,0,0
2004/2/2,0.225,0,0
2004/2/18,0.2878,0,0
2004/3/5,0.2342,0,0
2004/3/21,0.2684,0,0
2004/4/6,0.2845,0,0
2004/4/22,0.2365,0,0
2004/5/8,0.226,0,0
2004/5/24,0.2126,0,0
2004/6/9,0.2014,0,0
2004/6/25,0.1959,0,0
2004/7/11,0.1929,0,0
2004/7/27,0.1872,0,0
2004/8/12,0.1734,0,0
2004/8/28,0.182,0,0
2004/9/13,0.1671,0,0
2004/9/29,0.1742,0,0
2004/10/15,0.157,0,0
2004/10/31,0.1733,0,0
2004/11/16,0.2008,0,0
2004/12/2,0.1918,0,0
2004/12/18,0.2117,0,0
2005/1/1,0.2281,0,0
2005/1/17,0.2314,0,0
2005/2/2,0.2453,0,0
2005/2/18,0.2772,0,0
2005/3/6,0.2935,0,0
2005/3/22,0.3165,0,0
2005/4/7,0.3435,0,0
2005/4/23,0.3872,0,0
2005/5/9,0.3287,0,0
2005/5/25,0.2995,0,0
2005/6/10,0.2709,0,0
2005/6/26,0.2563,0,0
2005/7/12,0.2456,0,0
2005/7/28,0.2377,0,0
2005/8/13,0.2367,0,0
2005/8/29,0.2262,0,0
2005/9/14,0.2384,0,0
2005/9/30,0.2204,0,0
2005/10/16,0.2372,0,0
2005/11/1,0.2072,0,0
2005/11/17,0.2065,0,0
2005/12/3,0.18,0,0
2005/12/19,0.2381,0,0
2006/1/1,0.2035,0,0
2006/1/17,0.2104,0,0
2006/2/2,0.2187,0,0
2006/2/18,0.2281,0,0
2006/3/6,0.2609,0,0
2006/3/22,0.2169,0,0
2006/4/7,0.3087,0,0
2006/4/23,0.2719,0,0
2006/5/9,0.2885,0,0
2006/5/25,0.2815,0,0
2006/6/10,0.2674,0,0
2006/6/26,0.2364,0,0
2006/7/12,0.22,0,0
2006/7/28,0.0594,1,0
2006/8/13,0.0757,0,0
2006/8/29,0.0795,0,0
2006/9/14,0.0772,0,0
2006/9/30,0.0772,0,0
2006/10/16,0.089,0,0
2006/11/1,0.0745,0,0
2006/11/17,0.0798,0,0
2006/12/3,0.0842,0,0
2006/12/19,0.0795,0,0
2007/1/1,0.1002,0,0
2007/1/17,0.0943,0,0
2007/2/2,0.0867,0,0
2007/2/18,0.1233,0,0
2007/3/6,0.1296,0,0
2007/3/22,0.1321,0,0
2007/4/7,0.1362,0,0
2007/4/23,0.1398,0,0
2007/5/9,0.1336,0,0
2007/5/25,0.1277,0,0
2007/6/10,0.115,0,0
2007/6/26,0.119,0,0
2007/7/12,0.1218,0,0
2007/7/28,0.1188,0,0
2007/8/13,0.1121,0,0
2007/8/29,0.1204,0,0
2007/9/14,0.1172,0,0
2007/9/30,0.1116,0,0
2007/10/16,0.1094,0,0
2007/11/1,0.1037,0,0
2007/11/17,0.1048,0,0
2007/12/3,0.0898,0,0
2007/12/19,0.1008,0,0
