datetime,EVI,label1,label2
2001/1/1,0.3358,0,0
2001/1/17,0.3342,0,0
2001/2/2,0.4125,0,0
2001/2/18,0.3595,0,0
2001/3/6,0.3606,0,0
2001/3/22,0.3697,0,0
2001/4/7,0.3958,0,0
2001/4/23,0.3419,0,0
2001/5/9,0.3418,0,0
2001/5/25,0.3394,0,0
2001/6/10,0.3353,0,0
2001/6/26,0.4466,0,0
2001/7/12,0.297,0,0
2001/7/28,0.304,0,0
2001/8/13,0.3484,0,0
2001/8/29,0.3442,0,0
2001/9/14,0.3406,0,0
2001/9/30,0.3789,0,0
2001/10/16,0.3266,0,0
2001/11/1,0.3473,0,0
2001/11/17,0.3524,0,0
2001/12/3,0.3356,0,0
2001/12/19,0.3834,0,0
2002/1/1,0.1322,1,0
2002/1/17,0.1255,0,0
2002/2/2,0.1205,0,0
2002/2/18,0.1296,0,0
2002/3/6,0.164,0,0
2002/3/22,0.2927,0,0
2002/4/7,0.2117,0,0
2002/4/23,0.2328,0,0
2002/5/9,0.2343,0,0
2002/5/25,0.2983,0,0
2002/6/10,0.2263,0,0
2002/6/26,0.2391,0,0
2002/7/12,0.2877,0,0
2002/7/28,0.2725,0,0
2002/8/13,0.2497,0,0
2002/8/29,0.2468,0,0
2002/9/14,0.2577,0,0
2002/9/30,0.2483,0,0
2002/10/16,0.2756,0,0
2002/11/1,0.2321,0,0
2002/11/17,0.2597,0,0
2002/12/3,0.2332,0,0
2002/12/19,0.2934,0,0
2003/1/1,0.2307,0,0
2003/1/17,0.3566,0,0
2003/2/2,0.3026,0,0
2003/2/18,0.2666,0,0
2003/3/6,0.2557,0,0
2003/3/22,0.2986,0,0
2003/4/7,0.2653,0,0
2003/4/23,0.2545,0,0
2003/5/9,0.2105,0,0
2003/5/25,0.284,0,0
2003/6/10,0.2469,0,0
2003/6/26,0.3924,0,0
2003/7/12,0.25,0,0
2003/7/28,0.2483,0,0
2003/8/13,0.2602,0,0
2003/8/29,0.2502,0,0
2003/9/14,0.2595,0,0
2003/9/30,0.2617,0,0
2003/10/16,0.2843,0,0
2003/11/1,0.2539,0,0
2003/11/17,0.2773,0,0
2003/12/3,0.2689,0,0
2003/12/19,0.2653,0,0
2004/1/1,0.2713,0,0
2004/1/17,0.2788,0,0
2004/2/2,0.284,0,0
2004/2/18,0.2868,0,0
2004/3/5,0.3079,0,0
2004/3/21,0.3035,0,0
2004/4/6,0.3126,0,0
2004/4/22,0.2947,0,0
2004/5/8,0.2843,0,0
2004/5/24,0.2853,0,0
2004/6/9,0.2868,0,0
2004/6/25,0.2778,0,0
2004/7/11,0.2751,0,0
2004/7/27,0.2818,0,0
2004/8/12,0.3034,0,0
2004/8/28,0.2856,0,0
2004/9/13,0.3322,0,0
2004/9/29,0.2806,0,0
2004/10/15,0.2802,0,0
2004/10/31,0.2656,0,0
2004/11/16,0.363,0,0
2004/12/2,0.3814,0,0
2004/12/18,0.2807,0,0
2005/1/1,0.2962,0,0
2005/1/17,0.3141,0,0
2005/2/2,0.3316,0,0
2005/2/18,0.3695,0,0
2005/3/6,0.3362,0,0
2005/3/22,0.3561,0,0
2005/4/7,0.3518,0,0
2005/4/23,0.3314,0,0
2005/5/9,0.3037,0,0
2005/5/25,0.3218,0,0
2005/6/10,0.3029,0,0
2005/6/26,0.3045,0,0
2005/7/12,0.3095,0,0
2005/7/28,0.3201,0,0
2005/8/13,0.3141,0,0
2005/8/29,0.3425,0,0
2005/9/14,0.3128,0,0
2005/9/30,0.3232,0,0
2005/10/16,0.303,0,0
2005/11/1,0.3073,0,0
2005/11/17,0.3124,0,0
2005/12/3,0.3368,0,0
2005/12/19,0.3425,0,0
2006/1/1,0.3319,0,0
2006/1/17,0.348,0,0
2006/2/2,0.3353,0,0
2006/2/18,0.3295,0,0
2006/3/6,0.3278,0,0
2006/3/22,0.3947,0,0
2006/4/7,0.3198,0,0
2006/4/23,0.313,0,0
2006/5/9,0.3815,0,0
2006/5/25,0.3293,0,0
2006/6/10,0.3094,0,0
2006/6/26,0.2924,0,0
2006/7/12,0.306,0,0
2006/7/28,0.3023,0,0
2006/8/13,0.3042,0,0
2006/8/29,0.3322,0,0
2006/9/14,0.3049,0,0
2006/9/30,0.3151,0,0
2006/10/16,0.3405,0,0
2006/11/1,0.3203,0,0
2006/11/17,0.3077,0,0
2006/12/3,0.2975,0,0
2006/12/19,0.2895,0,0
