datetime,EVI,label1,label2
2014/1/1,0.0171,0,0
2014/1/17,0.0319,0,0
2014/2/2,0.0309,0,0
2014/2/18,0.0514,0,0
2014/3/6,0.0438,0,0
2014/3/22,0.0483,0,0
2014/4/7,0.2823,0,0
2014/4/23,0.3049,0,0
2014/5/9,0.2945,0,0
2014/5/25,0.3549,0,0
2014/6/10,0.4265,0,0
2014/6/26,0.4316,0,0
2014/7/12,0.3769,0,0
2014/7/28,0.3181,0,0
2014/8/13,0.4307,0,0
2014/8/29,0.3484,0,0
2014/9/14,0.2654,0,0
2014/9/30,0.2652,0,0
2014/10/16,0.2818,0,0
2014/11/1,0.2479,0,0
2014/11/17,0.1212,0,0
2014/12/3,0.0417,0,0
2014/12/19,0.0207,0,0
2015/1/1,0.0656,0,0
2015/1/17,0.0115,0,0
2015/2/2,0.0261,0,0
2015/2/18,0.0606,0,0
2015/3/6,0.0515,0,0
2015/3/22,0.0346,0,0
2015/4/7,0.2276,0,0
2015/4/23,0.2499,0,0
2015/5/9,0.2698,0,0
2015/5/25,0.3644,0,0
2015/6/10,0.4031,0,0
2015/6/26,0.398,0,0
2015/7/12,0.4305,0,0
2015/7/28,0.397,0,0
2015/8/13,0.2709,0,0
2015/8/29,0.3809,0,0
2015/9/14,0.3143,0,0
2015/9/30,0.2561,0,0
2015/10/16,0.2607,0,0
2015/11/1,0.2324,0,0
2015/11/17,0.1198,0,0
2015/12/3,0.1647,0,0
2015/12/19,0.0284,0,0
2016/1/1,0.0587,0,0
2016/1/17,0.0456,0,0
2016/2/2,0.046,0,0
2016/2/18,0.0411,0,0
2016/3/5,0.0174,0,0
2016/3/21,0.0161,0,0
2016/4/6,0.0438,0,0
2016/4/22,0.2287,0,0
2016/5/8,0.3602,0,0
2016/5/24,0.3558,0,0
2016/6/9,0.4193,0,0
2016/6/25,0.416,0,0
2016/7/11,0.4378,0,0
2016/7/27,0.4307,0,0
2016/8/12,0.3773,0,0
2016/8/28,0.3863,0,0
2016/9/13,0.2633,0,0
2016/9/29,0.261,0,0
2016/10/15,0.2255,0,0
2016/10/31,0.258,0,0
2016/11/16,0.181,0,0
2016/12/2,0.2263,0,0
2016/12/18,0.1048,0,0
2017/1/1,0.1048,0,0
2017/1/17,0.0796,0,0
2017/2/2,0.077,0,0
2017/2/18,0.0469,0,0
2017/3/6,0.086,0,0
2017/3/22,0.0927,0,0
2017/4/7,0.1973,0,0
2017/4/23,0.2414,0,0
2017/5/9,0.2993,0,0
2017/5/25,0.3514,0,0
2017/6/10,0.3988,0,0
2017/6/26,0.4029,0,0
2017/7/12,0.4281,0,0
2017/7/28,0.3368,0,0
2017/8/13,0.1722,0,0
2017/8/29,0.3153,0,0
2017/9/14,0.3032,0,0
2017/9/30,0.2442,0,0
2017/10/16,0.2485,0,0
2017/11/1,0.2978,0,0
2017/11/17,0.0839,0,0
2017/12/3,0.0854,0,0
2017/12/19,0.0587,0,0
2018/1/1,0.0516,0,0
2018/1/17,0.0575,0,0
2018/2/2,0.0561,0,0
2018/2/18,0.04,0,0
2018/3/6,0.0406,0,0
2018/3/22,0.0763,0,0
2018/4/7,0.1809,0,0
2018/4/23,0.2769,0,0
2018/5/9,0.3172,0,0
2018/5/25,0.3774,0,0
2018/6/10,0.0694,1,0
2018/6/26,0.0874,0,0
2018/7/12,0.0898,0,0
2018/7/28,0.0951,0,0
2018/8/13,0.0985,0,0
2018/8/29,0.0994,0,0
2018/9/14,0.0805,0,0
2018/9/30,0.077,0,0
2018/10/16,0.0752,0,0
2018/11/1,-0.0034,0,0
2018/11/17,-0.0156,0,0
2018/12/3,-0.0162,0,0
2018/12/19,0.0119,0,0
2019/1/1,0.0119,0,0
2019/1/17,-0.0117,0,0
2019/2/2,0.0012,0,0
2019/2/18,-0.0047,0,0
2019/3/6,-0.003,0,0
2019/3/22,0.009,0,0
2019/4/7,0.0027,0,0
2019/4/23,0.0787,0,0
2019/5/9,0.0869,0,0
2019/5/25,0.1163,0,0
2019/6/10,0.1316,0,0
2019/6/26,0.1129,0,0
2019/7/12,0.205,0,0
2019/7/28,0.1623,0,0
2019/8/13,0.1626,0,0
2019/8/29,0.1874,0,0
2019/9/14,0.1238,0,0
2019/9/30,0.1515,0,0
2019/10/16,0.1046,0,0
2019/11/1,0.0314,0,0
2019/11/17,0.0244,0,0
2019/12/3,-0.0018,0,0
2019/12/19,0.0078,0,0
